Id;FirstName;LastName;Email;Phone;Location;Address;BirthDate;ContractDate;RegistrationDate;Status;TerminalId;Password
8214;Zoltán;Orbán;zorban8214@gmail.com;+36722295665;Balassagyarmat;Hársfa utca 78;1983. 05. 11. 0:00:00;2018. 05. 12. 0:00:00;2018. 05. 12. 0:00:00;aktív;15215;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8215;Hanna;Márton;hmarton8215@gmail.com;+36248401840;Nagymaros;Mátyás király utca 89;1985. 03. 14. 0:00:00;2021. 06. 08. 0:00:00;2021. 06. 08. 0:00:00;inaktív;18762;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8216;Gabriella;Halász;ghalasz8216@gmail.com;+36715175548;Tolna;Béke utca 8;2002. 12. 27. 0:00:00;2024. 09. 11. 0:00:00;2024. 09. 11. 0:00:00;aktív;19519;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8217;Gabriella;Király;gkiraly8217@gmail.com;+36797273300;Vác;Bartók Béla utca 15;1968. 10. 19. 0:00:00;2021. 10. 17. 0:00:00;2021. 10. 17. 0:00:00;inaktív;13340;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8218;Anna;Sipos;asipos8218@gmail.com;+36795429643;Nagymaros;Hegyalja utca 28;1994. 05. 21. 0:00:00;2024. 10. 18. 0:00:00;2024. 10. 18. 0:00:00;inaktív;10708;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8219;Réka;Kovács;rkovacs8219@gmail.com;+36808736009;Gödöllő;Széchenyi utca 33;1963. 06. 16. 0:00:00;2022. 03. 08. 0:00:00;2022. 03. 08. 0:00:00;aktív;13558;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8220;Ákos;Molnár;amolnar8220@gmail.com;+36668414912;Hajdúböszörmény;Bartók Béla utca 23;1976. 11. 05. 0:00:00;2017. 01. 04. 0:00:00;2017. 01. 04. 0:00:00;aktív;18814;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8221;Viktória;Magyar;vmagyar8221@gmail.com;+36768713606;Szigetszentmiklós;Rákóczi utca 79;1990. 07. 13. 0:00:00;2017. 10. 26. 0:00:00;2017. 10. 26. 0:00:00;aktív;4644;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8222;Roland;Mezei;rmezei8222@gmail.com;+36896450310;Szentendre;Jókai utca 10;1973. 02. 28. 0:00:00;2016. 05. 11. 0:00:00;2016. 05. 11. 0:00:00;aktív;13037;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8223;Zsigmond;Faragó;zfarago8223@gmail.com;+36438325446;Vecsés;Mátyás király utca 58;1995. 03. 08. 0:00:00;2024. 03. 16. 0:00:00;2024. 03. 16. 0:00:00;inaktív;16450;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8224;István;Takács;itakacs8224@gmail.com;+36935547247;Kiskunhalas;Táncsics Mihály utca 65;2003. 02. 16. 0:00:00;2024. 05. 05. 0:00:00;2024. 05. 05. 0:00:00;aktív;2437;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8225;Márton;Veres;mveres8225@gmail.com;+36822427546;Gyömrő;Honvéd utca 4;2001. 03. 28. 0:00:00;2023. 03. 15. 0:00:00;2023. 03. 15. 0:00:00;aktív;5200;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8226;László;Szekeres;lszekeres8226@gmail.com;+36399742007;Sopron;Madách utca 99;1983. 01. 31. 0:00:00;2019. 03. 12. 0:00:00;2019. 03. 12. 0:00:00;aktív;17109;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8227;Beáta;Csonka;bcsonka8227@gmail.com;+36415646947;Szeged;Erkel Ferenc utca 63;1980. 03. 10. 0:00:00;2023. 08. 11. 0:00:00;2023. 08. 11. 0:00:00;aktív;19928;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8228;Panna;Kozma;pkozma8228@gmail.com;+36632319374;Bonyhád;Munkás utca 6;2002. 01. 27. 0:00:00;2021. 06. 12. 0:00:00;2021. 06. 12. 0:00:00;inaktív;14705;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8229;Zsófia;Molnár;zmolnar8229@gmail.com;+36726974703;Sárbogárd;Szőlő utca 61;1962. 05. 23. 0:00:00;2024. 03. 20. 0:00:00;2024. 03. 20. 0:00:00;aktív;16011;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8230;Laura;Csonka;lcsonka8230@gmail.com;+36811937379;Balatonalmádi;Dózsa György utca 34;1993. 11. 28. 0:00:00;2025. 02. 13. 0:00:00;2025. 02. 13. 0:00:00;aktív;14195;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8231;Noémi;Váradi;nvaradi8231@gmail.com;+36689601659;Pilisvörösvár;Szent István utca 62;1960. 07. 08. 0:00:00;2024. 11. 11. 0:00:00;2024. 11. 11. 0:00:00;inaktív;19368;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8232;Andrea;Kis;akis8232@gmail.com;+36671581774;Berettyóújfalu;Petőfi utca 62;1991. 03. 09. 0:00:00;2023. 11. 23. 0:00:00;2023. 11. 23. 0:00:00;inaktív;16550;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8233;Márton;Pál;mpal8233@gmail.com;+36713667538;Budapest;Bem utca 15;1974. 08. 18. 0:00:00;2025. 03. 05. 0:00:00;2025. 03. 05. 0:00:00;aktív;17873;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8234;Barbara;Bognár;bbognar8234@gmail.com;+36709163197;Szekszárd;Rákóczi tér 5;1985. 12. 14. 0:00:00;2023. 08. 01. 0:00:00;2023. 08. 01. 0:00:00;aktív;11586;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8235;Noémi;Oláh;nolah8235@gmail.com;+36751591573;Szolnok;Honvéd utca 89;2000. 06. 15. 0:00:00;2021. 03. 10. 0:00:00;2021. 03. 10. 0:00:00;aktív;12755;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8236;Szilvia;Papp;spapp8236@gmail.com;+36397728402;Mohács;Táncsics Mihály utca 7;1998. 08. 02. 0:00:00;2022. 06. 28. 0:00:00;2022. 06. 28. 0:00:00;inaktív;15896;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8237;Vivien;Bodnár;vbodnar8237@gmail.com;+36989856710;Szigetszentmiklós;Templom utca 4;1989. 03. 17. 0:00:00;2022. 08. 11. 0:00:00;2022. 08. 11. 0:00:00;aktív;5212;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8238;Eszter;Gulyás;egulyas8238@gmail.com;+36595362619;Kőszeg;Bem utca 12;1963. 02. 16. 0:00:00;2021. 03. 09. 0:00:00;2021. 03. 09. 0:00:00;inaktív;12888;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8239;József;Faragó;jfarago8239@gmail.com;+36785241206;Orosháza;Árpád utca 3;1964. 01. 19. 0:00:00;2023. 12. 18. 0:00:00;2023. 12. 18. 0:00:00;aktív;14633;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8240;Szonja;Csonka;scsonka8240@gmail.com;+36933754710;Karcag;Honvéd utca 90;1992. 09. 26. 0:00:00;2018. 10. 08. 0:00:00;2018. 10. 08. 0:00:00;aktív;1371;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8241;Vivien;Faragó;vfarago8241@gmail.com;+36622601258;Tolna;Hegyalja utca 98;1983. 04. 20. 0:00:00;2022. 02. 09. 0:00:00;2022. 02. 09. 0:00:00;aktív;6587;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8242;Judit;Rácz;jracz8242@gmail.com;+36553841916;Budaörs;Dózsa György utca 17;1987. 04. 05. 0:00:00;2024. 07. 06. 0:00:00;2024. 07. 06. 0:00:00;inaktív;12236;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8243;Dominik;Sándor;dsandor8243@gmail.com;+36361758717;Miskolc;Arany János utca 70;1973. 01. 04. 0:00:00;2024. 11. 23. 0:00:00;2024. 11. 23. 0:00:00;aktív;17266;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8244;Melinda;Lakatos;mlakatos8244@gmail.com;+36471434033;Pilisszentiván;Nyár utca 30;1987. 03. 07. 0:00:00;2020. 08. 01. 0:00:00;2020. 08. 01. 0:00:00;aktív;16790;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8245;Anikó;Illés;ailles8245@gmail.com;+36645447250;Szekszárd;Széchenyi utca 19;1986. 01. 23. 0:00:00;2019. 07. 02. 0:00:00;2019. 07. 02. 0:00:00;aktív;18990;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8246;Bence;Gáspár;bgaspar8246@gmail.com;+36852166070;Pilisvörösvár;Ady Endre utca 35;1991. 04. 09. 0:00:00;2020. 08. 26. 0:00:00;2020. 08. 26. 0:00:00;aktív;12878;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8247;Flóra;Székely;fszekely8247@gmail.com;+36503103195;Hajdúszoboszló;Erkel Ferenc utca 16;1971. 07. 17. 0:00:00;2023. 05. 13. 0:00:00;2023. 05. 13. 0:00:00;aktív;9395;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8248;Levente;Novák;lnovak8248@gmail.com;+36851804730;Mór;Ady Endre utca 27;1989. 06. 25. 0:00:00;2022. 11. 29. 0:00:00;2022. 11. 29. 0:00:00;aktív;9320;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8249;Róbert;Pál;rpal8249@gmail.com;+36732945399;Pápa;Jázmin utca 18;1991. 06. 02. 0:00:00;2021. 08. 28. 0:00:00;2021. 08. 28. 0:00:00;inaktív;11377;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8250;Béla;Vörös;bvoros8250@gmail.com;+36217032946;Püspökladány;Szent István utca 37;1967. 10. 25. 0:00:00;2024. 06. 29. 0:00:00;2024. 06. 29. 0:00:00;inaktív;1155;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8251;Katalin;Török;ktorok8251@gmail.com;+36388014593;Mosonmagyaróvár;Hársfa utca 34;1972. 10. 26. 0:00:00;2025. 01. 19. 0:00:00;2025. 01. 19. 0:00:00;aktív;2962;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8252;Luca;Tamás;ltamas8252@gmail.com;+36394722651;Orosháza;Rózsa utca 72;1989. 03. 08. 0:00:00;2021. 01. 30. 0:00:00;2021. 01. 30. 0:00:00;inaktív;13900;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8253;Viktória;Fülöp;vfulop8253@gmail.com;+36608173383;Fót;Iskola utca 4;1989. 12. 12. 0:00:00;2024. 07. 12. 0:00:00;2024. 07. 12. 0:00:00;aktív;5301;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8254;Roland;Simon;rsimon8254@gmail.com;+36243733344;Nagykőrös;Honvéd utca 80;1979. 10. 14. 0:00:00;2018. 01. 19. 0:00:00;2018. 01. 19. 0:00:00;aktív;15940;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8255;Bence;Bodnár;bbodnar8255@gmail.com;+36567201435;Karcag;Rákóczi utca 25;1974. 10. 16. 0:00:00;2023. 06. 06. 0:00:00;2023. 06. 06. 0:00:00;aktív;13297;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8256;Viktória;Szekeres;vszekeres8256@gmail.com;+36885159849;Kaba;Hársfa utca 82;1968. 08. 23. 0:00:00;2020. 06. 28. 0:00:00;2020. 06. 28. 0:00:00;inaktív;6007;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8257;Péter;Sipos;psipos8257@gmail.com;+36326477661;Sopron;Kossuth tér 43;1988. 11. 07. 0:00:00;2021. 01. 23. 0:00:00;2021. 01. 23. 0:00:00;inaktív;9990;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8258;Ferenc;Pintér;fpinter8258@gmail.com;+36357737556;Dabas;Széchenyi utca 56;1977. 03. 19. 0:00:00;2022. 03. 07. 0:00:00;2022. 03. 07. 0:00:00;aktív;3952;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8259;Kincső;Kovács;kkovacs8259@gmail.com;+36921730355;Kaposvár;Hegyalja utca 5;1985. 05. 05. 0:00:00;2023. 02. 11. 0:00:00;2023. 02. 11. 0:00:00;inaktív;5798;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8260;Dominik;Péter;dpeter8260@gmail.com;+36372493016;Szombathely;Táncsics Mihály utca 73;1974. 09. 23. 0:00:00;2024. 06. 24. 0:00:00;2024. 06. 24. 0:00:00;aktív;2124;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8261;Zsigmond;Bogdán;zbogdan8261@gmail.com;+36663927755;Balatonfüred;Kossuth utca 88;1964. 11. 19. 0:00:00;2018. 01. 04. 0:00:00;2018. 01. 04. 0:00:00;inaktív;19501;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8262;Tamás;Virág;tvirag8262@gmail.com;+36336068033;Nagykáta;Arany János utca 58;1989. 11. 15. 0:00:00;2023. 01. 03. 0:00:00;2023. 01. 03. 0:00:00;inaktív;16184;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8263;Zoltán;Magyar;zmagyar8263@gmail.com;+36624905499;Sümeg;Közép utca 2;1961. 05. 23. 0:00:00;2022. 06. 19. 0:00:00;2022. 06. 19. 0:00:00;aktív;4620;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8264;Dóra;Major;dmajor8264@gmail.com;+36448832330;Celldömölk;Sport utca 61;1991. 12. 27. 0:00:00;2023. 10. 07. 0:00:00;2023. 10. 07. 0:00:00;aktív;1431;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8265;Eszter;Hegedüs;ehegedus8265@gmail.com;+36343672877;Kaba;Mátyás király utca 17;1967. 01. 18. 0:00:00;2024. 12. 13. 0:00:00;2024. 12. 13. 0:00:00;aktív;8240;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8266;Enikő;Lengyel;elengyel8266@gmail.com;+36701035666;Hajdúböszörmény;Orgona utca 96;2001. 03. 21. 0:00:00;2020. 12. 15. 0:00:00;2020. 12. 15. 0:00:00;aktív;995;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8267;Zsuzsanna;Halász;zhalasz8267@gmail.com;+36837094126;Salgótarján;Virág utca 99;1969. 11. 15. 0:00:00;2024. 05. 15. 0:00:00;2024. 05. 15. 0:00:00;inaktív;15265;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8268;Izabella;Fülöp;ifulop8268@gmail.com;+36338728475;Jászapáti;Kert utca 41;1990. 06. 26. 0:00:00;2023. 12. 29. 0:00:00;2023. 12. 29. 0:00:00;inaktív;9688;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8269;Olívia;Fekete;ofekete8269@gmail.com;+36237735861;Tolna;Tavasz utca 12;1967. 11. 28. 0:00:00;2023. 12. 14. 0:00:00;2023. 12. 14. 0:00:00;aktív;9896;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8270;Eszter;Jakab;ejakab8270@gmail.com;+36205018135;Szigetszentmiklós;Madách utca 69;1985. 11. 11. 0:00:00;2016. 10. 30. 0:00:00;2016. 10. 30. 0:00:00;aktív;5978;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8271;Vivien;Orosz;vorosz8271@gmail.com;+36656565613;Dabas;Szabadság utca 11;1965. 01. 25. 0:00:00;2019. 07. 28. 0:00:00;2019. 07. 28. 0:00:00;aktív;3878;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8272;Vera;Hegedűs;vhegedus8272@gmail.com;+36281562910;Győr;Temető utca 55;1968. 05. 27. 0:00:00;2025. 02. 14. 0:00:00;2025. 02. 14. 0:00:00;aktív;1619;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8273;Olívia;Juhász;ojuhasz8273@gmail.com;+36794863024;Debrecen;Béke utca 45;1991. 07. 13. 0:00:00;2023. 01. 27. 0:00:00;2023. 01. 27. 0:00:00;aktív;14076;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8274;Kristóf;Orosz;korosz8274@gmail.com;+36838169107;Karcag;Alkotmány utca 76;1981. 04. 13. 0:00:00;2023. 11. 24. 0:00:00;2023. 11. 24. 0:00:00;aktív;10731;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8275;Béla;Szekeres;bszekeres8275@gmail.com;+36359471013;Dunaújváros;Közép utca 29;1968. 01. 19. 0:00:00;2021. 09. 21. 0:00:00;2021. 09. 21. 0:00:00;aktív;18577;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8276;György;Vincze;gvincze8276@gmail.com;+36382738924;Eger;Madách utca 15;1982. 10. 31. 0:00:00;2022. 05. 30. 0:00:00;2022. 05. 30. 0:00:00;aktív;6932;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8277;Eszter;Papp;epapp8277@gmail.com;+36868832240;Szentgotthárd;Deák Ferenc utca 28;1980. 11. 12. 0:00:00;2024. 01. 07. 0:00:00;2024. 01. 07. 0:00:00;inaktív;6324;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8278;Szonja;Orbán;sorban8278@gmail.com;+36373413843;Kaba;Hársfa utca 98;1991. 06. 12. 0:00:00;2020. 03. 18. 0:00:00;2020. 03. 18. 0:00:00;inaktív;2475;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8279;Szilvia;Halász;shalasz8279@gmail.com;+36693285099;Dabas;Szőlő utca 18;1982. 07. 08. 0:00:00;2023. 02. 26. 0:00:00;2023. 02. 26. 0:00:00;aktív;1723;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8280;Zsuzsanna;Sándor;zsandor8280@gmail.com;+36853325155;Hajdúszoboszló;Orgona utca 73;1964. 05. 21. 0:00:00;2023. 11. 10. 0:00:00;2023. 11. 10. 0:00:00;inaktív;14341;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8281;Kristóf;Szekeres;kszekeres8281@gmail.com;+36242906045;Pilisvörösvár;Sport utca 81;1981. 07. 06. 0:00:00;2024. 06. 25. 0:00:00;2024. 06. 25. 0:00:00;aktív;8367;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8282;Árpád;Gáspár;agaspar8282@gmail.com;+36834850597;Fót;Táncsics Mihály utca 53;1965. 09. 24. 0:00:00;2025. 02. 12. 0:00:00;2025. 02. 12. 0:00:00;aktív;9340;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8283;Csaba;Szalai;cszalai8283@gmail.com;+36696163132;Komárom;Akácfa utca 2;1962. 09. 27. 0:00:00;2023. 06. 08. 0:00:00;2023. 06. 08. 0:00:00;inaktív;10665;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8284;Nikolett;Tamás;ntamas8284@gmail.com;+36628794508;Balatonfüred;Jókai utca 33;2000. 11. 02. 0:00:00;2024. 09. 10. 0:00:00;2024. 09. 10. 0:00:00;aktív;9480;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8285;Bernadett;Nemes;bnemes8285@gmail.com;+36503660428;Bonyhád;Csokonai utca 20;1991. 08. 04. 0:00:00;2019. 12. 20. 0:00:00;2019. 12. 20. 0:00:00;aktív;3470;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8286;Éva;Orsós;eorsos8286@gmail.com;+36612609006;Lenti;Szőlő utca 20;1972. 06. 06. 0:00:00;2019. 09. 16. 0:00:00;2019. 09. 16. 0:00:00;aktív;12913;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8287;Orsolya;Orbán;oorban8287@gmail.com;+36936988785;Balassagyarmat;Honvéd utca 56;1964. 01. 17. 0:00:00;2023. 02. 08. 0:00:00;2023. 02. 08. 0:00:00;aktív;15640;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8288;Flóra;Márton;fmarton8288@gmail.com;+36902291600;Pilisszentiván;Szabadság utca 32;1971. 05. 28. 0:00:00;2022. 03. 07. 0:00:00;2022. 03. 07. 0:00:00;aktív;649;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8289;Judit;Fábián;jfabian8289@gmail.com;+36429380250;Tata;Jázmin utca 75;1978. 06. 13. 0:00:00;2023. 10. 09. 0:00:00;2023. 10. 09. 0:00:00;aktív;4042;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8290;Viktória;Balázs;vbalazs8290@gmail.com;+36802949925;Baja;Erkel Ferenc utca 86;2000. 05. 16. 0:00:00;2022. 12. 16. 0:00:00;2022. 12. 16. 0:00:00;aktív;17114;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8291;Ákos;Varga;avarga8291@gmail.com;+36374424308;Orosháza;Kossuth tér 58;1982. 05. 09. 0:00:00;2018. 05. 29. 0:00:00;2018. 05. 29. 0:00:00;aktív;15145;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8292;Ildikó;Somogyi;isomogyi8292@gmail.com;+36781339864;Ráckeve;Vörösmarty utca 99;1999. 01. 29. 0:00:00;2024. 06. 14. 0:00:00;2024. 06. 14. 0:00:00;inaktív;5547;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8293;Adrienn;Varga;avarga8293@gmail.com;+36884165060;Komló;Nyár utca 99;1979. 02. 24. 0:00:00;2020. 09. 28. 0:00:00;2020. 09. 28. 0:00:00;aktív;16646;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8294;Lilla;Szekeres;lszekeres8294@gmail.com;+36402171075;Szekszárd;Rét utca 85;1968. 12. 03. 0:00:00;2024. 03. 27. 0:00:00;2024. 03. 27. 0:00:00;aktív;8115;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8295;Levente;Juhász;ljuhasz8295@gmail.com;+36656193114;Celldömölk;Rákóczi tér 9;2000. 09. 25. 0:00:00;2024. 11. 07. 0:00:00;2024. 11. 07. 0:00:00;aktív;19766;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8296;Bianka;Orosz;borosz8296@gmail.com;+36341264905;Csömör;Szent István utca 35;1993. 08. 19. 0:00:00;2019. 01. 02. 0:00:00;2019. 01. 02. 0:00:00;aktív;18944;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8297;László;Bálint;lbalint8297@gmail.com;+36221655318;Hajdúszoboszló;Honvéd utca 87;1973. 03. 29. 0:00:00;2020. 09. 08. 0:00:00;2020. 09. 08. 0:00:00;inaktív;1797;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8298;Emese;Illés;eilles8298@gmail.com;+36583693395;Nagykőrös;Virág utca 19;1999. 09. 06. 0:00:00;2017. 08. 23. 0:00:00;2017. 08. 23. 0:00:00;inaktív;10767;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8299;Zsófia;Katona;zkatona8299@gmail.com;+36413464455;Szombathely;Béke utca 98;1965. 07. 10. 0:00:00;2024. 08. 13. 0:00:00;2024. 08. 13. 0:00:00;inaktív;991;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8300;Vera;Márton;vmarton8300@gmail.com;+36709513624;Budapest;Iskola utca 71;2001. 01. 23. 0:00:00;2022. 11. 25. 0:00:00;2022. 11. 25. 0:00:00;aktív;8090;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8301;Erik;Vörös;evoros8301@gmail.com;+36255991120;Pilisvörösvár;Szőlő utca 59;1971. 06. 30. 0:00:00;2022. 05. 31. 0:00:00;2022. 05. 31. 0:00:00;aktív;3897;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8302;Melinda;Deák;mdeak8302@gmail.com;+36546353534;Szombathely;Fő utca 72;1995. 04. 14. 0:00:00;2021. 09. 18. 0:00:00;2021. 09. 18. 0:00:00;aktív;8155;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8303;Zsuzsanna;Pásztor;zpasztor8303@gmail.com;+36858928964;Mezőkövesd;Ady Endre utca 26;1965. 02. 05. 0:00:00;2023. 05. 02. 0:00:00;2023. 05. 02. 0:00:00;aktív;7768;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8304;Anna;Borbély;aborbely8304@gmail.com;+36657043553;Celldömölk;Rákóczi tér 47;1973. 05. 16. 0:00:00;2024. 07. 14. 0:00:00;2024. 07. 14. 0:00:00;aktív;7313;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8305;Vera;Szalai;vszalai8305@gmail.com;+36533912492;Vecsés;Vasút utca 85;1969. 11. 08. 0:00:00;2021. 12. 05. 0:00:00;2021. 12. 05. 0:00:00;aktív;3725;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8306;Virág;Varga;vvarga8306@gmail.com;+36953505557;Mosonmagyaróvár;Arany János utca 49;1977. 08. 12. 0:00:00;2023. 01. 12. 0:00:00;2023. 01. 12. 0:00:00;aktív;4704;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8307;Barbara;Hegedűs;bhegedus8307@gmail.com;+36633673502;Eger;Madách utca 32;1973. 10. 22. 0:00:00;2024. 12. 31. 0:00:00;2024. 12. 31. 0:00:00;aktív;10151;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8308;Dóra;Hajdu;dhajdu8308@gmail.com;+36462235054;Baja;Akácfa utca 46;1996. 10. 06. 0:00:00;2022. 12. 23. 0:00:00;2022. 12. 23. 0:00:00;aktív;11171;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
8309;György;Gál;ggal8309@gmail.com;+36597417698;Fót;Alkotmány utca 11;2002. 06. 27. 0:00:00;2025. 02. 10. 0:00:00;2025. 02. 10. 0:00:00;inaktív;5143;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
